layout,condition,mode,goal_change_only,event_trigger,n_runs,total_game_reward_mean,total_game_reward_std,total_game_reward_ci95,total_shaped_reward_mean,total_shaped_reward_std,total_shaped_reward_ci95,idle_rate_avg_mean,idle_rate_avg_std,idle_rate_avg_ci95,collisions_mean,collisions_std,collisions_ci95,blocked_partner_total_mean,blocked_partner_total_std,blocked_partner_total_ci95,blocked_wall_total_mean,blocked_wall_total_std,blocked_wall_total_ci95,handoff_total_mean,handoff_total_std,handoff_total_ci95,exp_any_rate_mean,exp_any_rate_std,exp_any_rate_ci95,exp_any_count_mean,exp_any_count_std,exp_any_count_ci95,soups_delivered_mean,soups_delivered_std,soups_delivered_ci95,time_to_first_delivery_mean,time_to_first_delivery_std,time_to_first_delivery_ci95,mean_delivery_interval_mean,mean_delivery_interval_std,mean_delivery_interval_ci95,productive_actions_0_mean,productive_actions_0_std,productive_actions_0_ci95,productive_actions_1_mean,productive_actions_1_std,productive_actions_1_ci95,productive_actions_total_mean,productive_actions_total_std,productive_actions_total_ci95,contribution_ratio_0_mean,contribution_ratio_0_std,contribution_ratio_0_ci95,contribution_ratio_1_mean,contribution_ratio_1_std,contribution_ratio_1_ci95,activity_count_0_mean,activity_count_0_std,activity_count_0_ci95,activity_count_1_mean,activity_count_1_std,activity_count_1_ci95,activity_0_mean,activity_0_std,activity_0_ci95,activity_1_mean,activity_1_std,activity_1_ci95,interactivity_count_0_mean,interactivity_count_0_std,interactivity_count_0_ci95,interactivity_count_1_mean,interactivity_count_1_std,interactivity_count_1_ci95,interactivity_0_mean,interactivity_0_std,interactivity_0_ci95,interactivity_1_mean,interactivity_1_std,interactivity_1_ci95,efficiency_0_mean,efficiency_0_std,efficiency_0_ci95,efficiency_1_mean,efficiency_1_std,efficiency_1_ci95,adjacency_rate_mean,adjacency_rate_std,adjacency_rate_ci95,plate_pickup_total_mean,plate_pickup_total_std,plate_pickup_total_ci95,plate_pickup_while_cooking_count_mean,plate_pickup_while_cooking_count_std,plate_pickup_while_cooking_count_ci95,plate_pickup_while_cooking_rate_mean,plate_pickup_while_cooking_rate_std,plate_pickup_while_cooking_rate_ci95,pot_empty_rate_mean,pot_empty_rate_std,pot_empty_rate_ci95,pot_cooking_rate_mean,pot_cooking_rate_std,pot_cooking_rate_ci95,pot_ready_wait_rate_mean,pot_ready_wait_rate_std,pot_ready_wait_rate_ci95
forced_coordination,exp,both,True,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.9975000000000002,1.2161883888976234e-16,9.73153388072931e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.00125,0.0,0.0,0.00375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forced_coordination,noexp,both,True,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.9981249999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
